Date,Open,High,Low,Close,Adj Close,Volume,company
2023-10-10,85.669998,87.739998,85.57,87.169998,84.184128,13557800,Alibaba
2023-10-11,88.010002,88.795998,87.144997,87.779999,84.773239,11111500,Alibaba
2023-10-12,87.580002,87.669998,84.199997,84.510002,81.615242,16158100,Alibaba
2023-10-13,84.059998,85.489998,83.75,84.019997,81.142029,10325500,Alibaba
2023-10-16,83.699997,84.964996,82.629997,84.309998,81.422096,10075300,Alibaba
2023-10-17,82.75,84.360001,82.559998,83.910004,81.035797,8270000,Alibaba
2023-10-18,82.959999,83.730003,82.760002,83.010002,80.166634,9321600,Alibaba
2023-10-19,81.480003,82.394997,81.114998,81.610001,78.814583,12624100,Alibaba
2023-10-20,80.230003,80.860001,79.782997,79.940002,77.20179,14618600,Alibaba
2023-10-23,79.419998,80.926003,79.019997,80.510002,77.752266,12715200,Alibaba
2023-10-24,80.449997,83.32,80.440002,82.870003,80.031425,17925800,Alibaba
2023-10-25,81.300003,82.0,80.779999,81.029999,78.254448,11390200,Alibaba
2023-10-26,81.264999,83.089996,81.199997,82.510002,79.683762,13010400,Alibaba
2023-10-27,83.870003,84.120003,82.480003,82.82,79.983131,10795600,Alibaba
2023-10-30,83.629997,84.239998,83.011002,83.139999,80.292175,8980500,Alibaba
2023-10-31,81.940002,82.540001,80.879997,82.540001,79.71273,12094300,Alibaba
2023-11-01,81.705002,82.489998,81.209999,82.480003,79.654785,9550000,Alibaba
2023-11-02,83.650002,83.980003,83.029999,83.410004,80.552925,10606300,Alibaba
2023-11-03,84.940002,86.080002,84.5,85.309998,82.38784,15122600,Alibaba
2023-11-06,86.550003,86.720001,85.230003,85.360001,82.436134,9786400,Alibaba
2023-11-07,84.860001,85.660004,84.110001,85.410004,82.484421,8829400,Alibaba
2023-11-08,84.620003,85.730003,84.480003,84.800003,81.895317,8154600,Alibaba
2023-11-09,84.580002,84.690002,82.474998,82.730003,79.896217,10885100,Alibaba
2023-11-10,82.410004,82.870003,81.660004,82.75,79.915527,9779500,Alibaba
2023-11-13,82.75,83.315002,82.080002,82.260002,79.442322,11236900,Alibaba
2023-11-14,82.760002,84.535004,82.32,83.870003,80.997169,20897600,Alibaba
2023-11-15,86.959999,87.830002,85.889999,87.07,84.087555,28991000,Alibaba
2023-11-16,79.519997,80.769997,78.231003,79.110001,76.400215,63008500,Alibaba
2023-11-17,77.019997,78.466003,76.75,77.599998,74.94194,35497300,Alibaba
2023-11-20,76.910004,78.745003,76.559998,78.459999,75.772476,31506800,Alibaba
2023-11-21,77.849998,79.275002,77.599998,78.940002,76.236038,20525500,Alibaba
2023-11-22,79.279999,79.709999,78.129997,78.959999,76.255348,18958600,Alibaba
2023-11-24,78.269997,79.07,78.209999,78.489998,75.801453,12251700,Alibaba
2023-11-27,77.555,79.25,77.089996,77.529999,74.874336,18248200,Alibaba
2023-11-28,76.559998,76.839996,75.260002,76.739998,74.111397,23682200,Alibaba
2023-11-29,75.0,75.456001,74.425003,74.669998,72.112297,30969100,Alibaba
2023-11-30,74.699997,74.940002,74.010002,74.879997,72.315102,17884200,Alibaba
2023-12-01,73.120003,74.139999,72.120003,73.989998,71.455589,27946500,Alibaba
2023-12-04,72.669998,73.580002,72.480003,73.029999,70.528473,21074900,Alibaba
2023-12-05,72.040001,72.699997,71.919998,72.379997,69.900742,19129000,Alibaba
2023-12-06,72.360001,72.949997,71.489998,71.489998,69.041222,30394400,Alibaba
2023-12-07,71.544998,72.370003,71.440002,72.330002,69.852455,18966700,Alibaba
2023-12-08,72.019997,72.440002,71.830002,72.139999,69.668961,16868700,Alibaba
2023-12-11,70.489998,71.610001,70.080002,71.370003,68.925339,19719300,Alibaba
2023-12-12,71.379997,71.955002,70.93,71.389999,68.944649,14725900,Alibaba
2023-12-13,70.910004,71.480003,70.120003,71.459999,69.012253,21721600,Alibaba
2023-12-14,71.470001,73.239998,71.419998,72.510002,70.026291,25199300,Alibaba
2023-12-15,74.0,75.544998,73.32,74.510002,71.957779,31266700,Alibaba
2023-12-18,74.050003,74.230003,73.209999,73.839996,71.31073,17233500,Alibaba
2023-12-19,74.400002,76.010002,74.220001,75.389999,72.80764,20939300,Alibaba
2023-12-20,74.580002,75.294998,73.330002,73.349998,71.789757,27540200,Alibaba
2023-12-21,74.860001,76.290001,74.349998,76.260002,74.637863,20812100,Alibaba
2023-12-22,74.5,75.68,74.440002,75.279999,73.678703,19962800,Alibaba
2023-12-26,76.160004,76.969002,75.730003,75.849998,74.23658,13121300,Alibaba
2023-12-27,76.279999,76.449997,75.410004,76.110001,74.491051,14904500,Alibaba
2023-12-28,77.230003,77.790001,76.980003,77.239998,75.597015,18937900,Alibaba
2023-12-29,77.059998,77.635002,76.82,77.510002,75.861275,14035500,Alibaba
2024-01-02,76.050003,76.074997,74.510002,74.760002,73.169769,21739600,Alibaba
2024-01-03,74.330002,76.690002,74.07,76.589996,74.960838,24444600,Alibaba
2024-01-04,75.559998,75.724998,74.440002,74.660004,73.071899,18454900,Alibaba
2024-01-05,74.0,74.0,72.860001,73.010002,71.456993,21679000,Alibaba
2024-01-08,71.25,73.059998,70.919998,72.879997,71.329758,22000000,Alibaba
2024-01-09,71.25,72.120003,70.959999,72.019997,70.488045,21451800,Alibaba
2024-01-10,71.379997,71.775002,71.044998,71.410004,69.891029,19540000,Alibaba
2024-01-11,72.544998,73.129997,71.529999,72.379997,70.840393,18095300,Alibaba
2024-01-12,72.589996,73.43,71.809998,71.839996,70.311874,16119900,Alibaba
2024-01-16,70.129997,70.530998,69.300003,69.459999,67.982506,27606900,Alibaba
2024-01-17,67.720001,69.0,67.260002,68.93,67.463776,22684400,Alibaba
2024-01-18,68.599998,69.080002,68.0,68.050003,66.602501,19307000,Alibaba
2024-01-19,67.199997,69.904999,66.919998,69.419998,67.943352,34388900,Alibaba
2024-01-22,67.279999,68.737999,66.629997,68.629997,67.170158,27294200,Alibaba
2024-01-23,72.754997,74.5,72.550003,74.019997,72.445503,53017700,Alibaba
2024-01-24,75.285004,75.620003,74.220001,75.199997,73.600403,36503300,Alibaba
2024-01-25,75.190002,75.5,73.559998,73.849998,72.279121,23268600,Alibaba
2024-01-26,73.099998,74.720001,72.919998,74.010002,72.435722,19418200,Alibaba
2024-01-29,74.669998,74.809998,72.830002,73.580002,72.01487,17537400,Alibaba
2024-01-30,72.459999,73.065002,72.084999,72.32,70.78167,17089600,Alibaba
2024-01-31,71.495003,72.940002,71.495003,72.169998,70.634857,15743600,Alibaba
2024-02-01,73.154999,73.470001,72.120003,72.459999,70.918694,14445800,Alibaba
2024-02-02,72.129997,72.230003,71.050003,71.849998,70.321663,18799300,Alibaba
2024-02-05,72.169998,75.150002,71.860001,74.629997,73.042526,27721000,Alibaba
2024-02-06,77.044998,78.339996,75.730003,78.230003,76.565956,39069100,Alibaba
2024-02-07,74.555,76.169998,73.150002,73.639999,72.073593,53766300,Alibaba
2024-02-08,71.885002,73.199997,70.650002,70.779999,69.274422,33070600,Alibaba
2024-02-09,70.800003,72.084999,70.0,72.019997,70.488045,18998400,Alibaba
2024-02-12,72.309998,74.129997,72.309998,73.139999,71.584229,18151100,Alibaba
2024-02-13,71.959999,73.029999,71.419998,71.599998,70.076981,13560600,Alibaba
2024-02-14,72.309998,73.410004,72.230003,73.389999,71.828911,12817500,Alibaba
2024-02-15,73.220001,74.139999,73.084999,73.82,72.249763,12078100,Alibaba
2024-02-16,74.860001,75.370003,73.900002,73.910004,72.337852,16371000,Alibaba
2024-02-20,73.459999,73.669998,72.18,73.139999,71.584229,14353300,Alibaba
2024-02-21,74.480003,76.389999,74.07,75.580002,73.972328,23533800,Alibaba
2024-02-22,75.099998,76.379997,75.0,76.120003,74.500839,14836600,Alibaba
2024-02-23,76.480003,76.934998,75.150002,75.959999,74.344238,12301700,Alibaba
2024-02-26,75.620003,76.57,75.339996,76.510002,74.882545,13973100,Alibaba
2024-02-27,77.529999,78.050003,77.25,77.68,76.027657,14490200,Alibaba
2024-02-28,76.019997,76.18,74.449997,74.589996,73.00338,16905300,Alibaba
2024-02-29,74.68,75.040001,73.800003,74.029999,72.455292,12549200,Alibaba
2024-03-01,74.480003,75.089996,74.370003,74.620003,73.032745,11955900,Alibaba
2024-03-04,73.730003,73.730003,71.699997,72.0,70.468475,19550100,Alibaba
2024-03-05,71.25,72.709999,71.040001,72.07,70.536987,15804500,Alibaba
2024-03-06,74.199997,74.720001,73.610001,73.709999,72.142097,19785300,Alibaba
2024-03-07,72.599998,72.758003,71.760002,72.540001,70.996994,12374700,Alibaba
2024-03-08,72.809998,73.760002,72.760002,73.550003,71.985512,16402500,Alibaba
2024-03-11,74.629997,76.059998,74.550003,74.860001,73.267639,13510400,Alibaba
2024-03-12,75.870003,76.480003,75.214996,76.059998,74.442116,13314700,Alibaba
2024-03-13,75.940002,77.449997,75.940002,76.389999,74.765099,15319800,Alibaba
2024-03-14,75.235001,75.389999,73.230003,73.400002,71.838699,18923500,Alibaba
2024-03-15,73.574997,74.129997,73.389999,73.419998,71.858269,10223900,Alibaba
2024-03-18,73.419998,74.019997,73.330002,73.519997,71.956139,8542500,Alibaba
2024-03-19,73.080002,73.735001,72.849998,73.419998,71.858269,8164200,Alibaba
2024-03-20,73.550003,74.330002,73.300003,74.18,72.602104,11123200,Alibaba
2024-03-21,74.300003,74.739998,73.769997,73.830002,72.259552,11860700,Alibaba
2024-03-22,72.480003,72.620003,72.040001,72.129997,70.595711,12756000,Alibaba
2024-03-25,71.940002,72.489998,71.360001,71.459999,69.939964,12422100,Alibaba
2024-03-26,71.839996,71.870003,71.089996,71.480003,69.959541,10881900,Alibaba
2024-03-27,70.889999,71.690002,70.583,71.589996,70.067192,13281300,Alibaba
2024-03-28,72.080002,72.589996,72.055,72.360001,70.820816,14073400,Alibaba
2024-04-01,73.239998,73.582001,72.809998,73.370003,71.809334,14311700,Alibaba
2024-04-02,72.57,73.139999,72.510002,72.879997,71.329758,17290400,Alibaba
2024-04-03,72.419998,72.870003,72.110001,72.440002,70.899117,11777900,Alibaba
2024-04-04,72.980003,73.230003,71.900002,71.949997,70.419533,11087100,Alibaba
2024-04-05,71.68,72.025002,71.410004,71.660004,70.135712,12246400,Alibaba
2024-04-08,71.959999,72.389999,71.559998,71.709999,70.184647,10560000,Alibaba
2024-04-09,72.370003,73.239998,72.309998,72.989998,71.437416,14075900,Alibaba
2024-04-10,74.445,75.169998,73.739998,74.589996,73.00338,20572200,Alibaba
2024-04-11,75.214996,75.43,74.370003,74.849998,73.257851,14986800,Alibaba
2024-04-12,72.940002,72.980003,71.290001,71.290001,69.773582,18196100,Alibaba
2024-04-15,71.730003,72.050003,70.169998,70.620003,69.117836,15903900,Alibaba
2024-04-16,70.019997,70.306999,69.290001,69.610001,68.129318,17478900,Alibaba
2024-04-17,69.709999,70.010002,68.724998,68.82,67.356117,12760600,Alibaba
2024-04-18,69.089996,69.625,68.800003,68.879997,67.414841,9491000,Alibaba
2024-04-19,68.419998,69.150002,68.360001,69.07,67.6008,12860700,Alibaba
2024-04-22,69.695,70.900002,69.120003,70.68,69.176552,15015600,Alibaba
2024-04-23,71.080002,72.800003,70.989998,72.510002,70.967628,15268200,Alibaba
2024-04-24,73.739998,74.699997,73.5,74.629997,73.042526,16375200,Alibaba
2024-04-25,73.805,75.199997,73.805,75.110001,73.512321,11921900,Alibaba
2024-04-26,76.184998,76.93,75.059998,75.550003,73.942963,14216100,Alibaba
2024-04-29,75.650002,76.529999,75.220001,76.410004,74.784676,13076400,Alibaba
2024-04-30,75.889999,76.290001,74.480003,74.849998,73.257851,12856000,Alibaba
2024-05-01,74.989998,76.25,74.870003,75.510002,73.903816,10549100,Alibaba
2024-05-02,77.589996,81.415001,77.160004,80.330002,78.621292,36663900,Alibaba
2024-05-03,81.269997,81.370003,79.699997,81.330002,79.600021,19355800,Alibaba
2024-05-06,81.754997,82.220001,80.5,81.550003,79.815338,11826100,Alibaba
2024-05-07,79.93,79.93,78.815002,79.370003,77.681709,14589100,Alibaba
2024-05-08,77.919998,78.989998,77.809998,78.459999,76.791061,11327100,Alibaba
2024-05-09,79.5,79.919998,78.709999,79.459999,77.769791,9627300,Alibaba
2024-05-10,80.080002,80.519997,79.769997,80.040001,78.337456,10819600,Alibaba
2024-05-13,82.709999,85.0,82.599998,84.599998,82.800461,32010700,Alibaba
2024-05-14,79.650002,80.510002,77.720001,79.510002,77.818733,44687700,Alibaba
2024-05-15,80.389999,81.129997,79.779999,80.989998,79.267242,17803300,Alibaba
2024-05-16,81.959999,87.489998,81.646004,86.699997,84.855789,47259500,Alibaba
2024-05-17,87.599998,90.459999,86.830002,88.540001,86.656654,35152900,Alibaba
2024-05-20,87.470001,89.239998,86.949997,88.279999,86.402184,16737200,Alibaba
2024-05-21,86.519997,87.169998,85.32,86.129997,84.297913,16512400,Alibaba
2024-05-22,84.610001,85.129997,82.68,82.68,80.921303,19717800,Alibaba
2024-05-23,81.43,82.940002,80.050003,80.800003,79.081291,23930300,Alibaba
2024-05-24,80.5,82.559998,79.730003,81.260002,79.531509,41415400,Alibaba
2024-05-28,80.800003,81.720001,80.040001,80.580002,78.865974,15211800,Alibaba
2024-05-29,78.760002,79.360001,78.230003,79.059998,77.378296,18448500,Alibaba
2024-05-30,78.864998,80.199997,78.699997,79.629997,77.936172,13895700,Alibaba
2024-05-31,77.959999,78.5,77.169998,78.339996,76.673615,20023900,Alibaba
2024-06-03,79.0,79.32,77.220001,77.900002,76.242981,14244400,Alibaba
2024-06-04,78.18,78.857002,77.775002,78.449997,76.781273,10784400,Alibaba
2024-06-05,78.980003,79.934998,78.860001,79.830002,78.131927,13716200,Alibaba
2024-06-06,79.419998,80.055,78.760002,80.010002,78.308098,11205300,Alibaba
2024-06-07,78.949997,79.32,78.135002,78.410004,76.742134,12190300,Alibaba
2024-06-10,78.57,79.739998,78.239998,79.300003,77.613197,9490100,Alibaba
2024-06-11,79.0,79.080002,77.669998,77.900002,76.242981,11108400,Alibaba
2024-06-12,78.75,78.790001,77.639999,78.040001,76.379997,12069600,Alibaba
2024-06-13,76.5,76.989998,75.489998,75.68,75.68,14026700,Alibaba
2024-06-14,74.209999,74.290001,73.260002,73.349998,73.349998,18282700,Alibaba
2024-06-17,74.025002,75.080002,73.830002,74.550003,74.550003,13466300,Alibaba
2024-06-18,74.084999,75.099998,73.849998,74.459999,74.459999,10305300,Alibaba
2024-06-20,74.57,75.249001,74.029999,74.349998,74.349998,9709400,Alibaba
2024-06-21,73.790001,74.650002,73.669998,73.669998,73.669998,10410800,Alibaba
2024-06-24,74.120003,75.934998,74.120003,74.790001,74.790001,20134400,Alibaba
2024-06-25,74.5,74.760002,73.610001,73.790001,73.790001,16986400,Alibaba
2024-06-26,73.925003,74.349998,73.669998,74.169998,74.169998,7010100,Alibaba
2024-06-27,73.459999,73.550003,72.349998,72.370003,72.370003,11865100,Alibaba
2024-06-28,72.370003,72.555,71.800003,72.0,72.0,10335000,Alibaba
2024-07-01,72.510002,73.019997,72.019997,72.18,72.18,9034200,Alibaba
2024-07-02,72.32,73.777,71.970001,73.68,73.68,13419100,Alibaba
2024-07-03,74.18,75.805,74.18,75.57,75.57,11768500,Alibaba
2024-07-05,74.669998,74.714996,73.610001,74.519997,74.519997,14928700,Alibaba
2024-07-08,73.610001,73.709999,72.949997,73.5,73.5,10919400,Alibaba
2024-07-09,74.010002,76.059998,73.970001,75.699997,75.699997,14458100,Alibaba
2024-07-10,75.279999,76.654999,75.25,76.010002,76.010002,12235200,Alibaba
2024-07-11,77.660004,78.830002,77.421997,78.519997,78.519997,18896900,Alibaba
2024-07-12,80.300003,81.010002,79.425003,79.650002,79.650002,14845200,Alibaba
2024-07-15,78.089996,78.599998,77.449997,78.010002,78.010002,12614900,Alibaba
2024-07-16,77.290001,78.580002,76.980003,78.379997,78.379997,12304500,Alibaba
2024-07-17,77.860001,77.949997,76.489998,77.040001,77.040001,10815500,Alibaba
2024-07-18,77.360001,78.32,76.364998,76.540001,76.540001,11108600,Alibaba
2024-07-19,75.660004,76.044998,75.18,75.269997,75.269997,7550800,Alibaba
